30	1412
30	3352
30	5254
30	5543
30	7478
3	28
3	30
3	39
3	54
3	108
3	152
3	178
3	182
3	214
3	271
3	286
3	300
3	348
3	349
3	371
3	567
3	581
3	584
3	586
3	590
3	604
3	611
3	8283
25	3
25	6
25	8
25	19
25	23
25	28
25	29
25	30
25	33
25	35
25	50
25	54
25	55
25	75
25	80
25	86
25	94
25	127
25	152
25	154
25	182
25	192
25	214
25	224
25	226
25	246
25	252
25	255
25	257
25	261
25	271
25	273
25	280
25	282
25	286
25	299
25	300
25	302
25	306
25	308
25	310
25	322
25	325
25	339
25	348
25	349
25	356
25	358
25	363
25	370
25	371
25	373
25	377
25	379
25	407
25	415
25	422
25	428
25	439
25	488
25	514
25	545
25	549
25	560
25	590
25	592
25	600
25	604
25	611
25	645
25	650
25	659
25	664
25	667
25	673
25	675
25	696
25	706
25	723
25	739
25	756
25	857
25	864
25	893
25	959
25	994
25	1131
25	3755
25	8282
25	8284
4	8
4	10
4	28
4	30
4	38
4	55
4	56
4	75
4	130
4	140
4	147
4	151
4	152
4	214
4	232
4	243
4	282
4	299
4	341
4	363
4	370
4	415
4	560
4	606
4	611
4	645
4	650
4	659
4	8282
5	6
5	8
5	10
5	23
5	30
5	33
5	38
5	50
5	54
5	55
5	61
5	75
5	89
5	93
5	127
5	130
5	147
5	153
5	163
5	167
5	168
5	175
5	299
6	3
6	8
6	10
6	19
6	23
6	28
6	29
6	30
6	33
6	34
6	35
6	38
6	39
6	50
6	54
6	55
6	56
6	61
6	80
6	86
6	89
6	93
6	94
6	127
6	130
6	132
6	135
6	140
6	147
6	151
6	153
6	154
6	163
6	167
6	168
6	171
6	175
6	178
6	182
6	183
6	216
6	219
6	226
6	227
6	228
6	232
6	236
6	243
6	250
6	252
6	257
6	258
6	259
6	261
6	271
6	273
6	274
6	280
6	285
6	286
6	290
6	298
6	299
6	300
6	301
6	304
6	306
6	317
6	319
6	322
6	325
6	339
6	348
6	349
6	356
6	358
6	359
6	362
6	363
6	370
6	371
6	373
6	377
6	378
6	379
6	390
6	391
6	392
6	394
6	396
6	402
6	405
6	406
6	407
6	415
6	421
6	422
6	427
6	428
6	431
6	432
6	433
6	435
6	439
6	440
6	447
6	538
6	545
6	549
6	560
6	564
6	566
6	567
6	579
6	581
6	584
6	586
6	589
6	590
6	592
6	600
6	604
6	609
6	611
6	613
6	616
6	617
6	619
6	643
6	656
6	659
6	665
6	668
6	673
6	691
6	694
6	700
6	704
6	717
6	723
6	730
6	733
6	739
6	741
6	761
6	765
6	779
6	789
6	791
6	798
6	802
6	813
6	820
6	826
6	857
6	863
6	871
6	881
6	885
6	893
6	895
6	897
6	904
6	906
6	907
6	913
6	922
6	932
6	936
6	955
6	960
6	963
6	966
6	971
6	972
6	978
6	979
6	983
6	991
6	993
6	995
6	1007
6	1014
6	1022
6	1026
6	1032
6	1035
6	1043
6	1055
6	1062
6	1125
6	1144
6	1152
6	1156
6	1160
6	1167
6	1168
6	1218
6	1220
6	1221
6	1222
6	1234
6	1241
6	1248
6	1253
6	1261
6	1297
6	1321
6	1326
6	1377
6	1389
6	1390
6	1394
6	1396
6	1428
6	1439
6	1441
6	1442
6	1446
6	1453
6	1464
6	1465
6	1468
6	1471
6	1472
6	1476
6	1478
6	1484
6	1485
6	1487
6	1489
6	1490
6	1497
6	1501
6	1506
6	1507
6	1513
6	1514
6	1518
6	1524
6	1525
6	1531
6	1532
6	1533
6	1538
6	1549
6	1555
6	1556
6	1557
6	1563
6	1569
6	1573
6	1587
6	1597
6	1610
6	1619
6	1641
6	1648
6	1652
6	1654
6	1657
6	1662
6	1669
6	1679
6	1689
6	1692
6	1701
6	1716
6	1718
6	1752
6	1758
6	1768
6	1774
6	1783
6	1787
6	1788
6	1798
6	1861
6	1864
6	1982
6	2409
6	2651
6	2843
6	2909
6	3755
6	3892
6	4037
6	4134
6	4792
6	4942
6	5323
6	5697
6	6227
6	6330
6	6624
6	6765
6	6790
6	6965
6	7161
6	7632
6	8282
6	8290
7	6
7	28
7	30
7	32
7	35
7	38
7	54
7	55
7	61
7	75
7	93
7	105
7	228
7	259
7	271
7	299
7	524
7	1190
7	1193
7	1425
7	1471
7	1919
7	8283
7	8287
8	6
8	10
8	19
8	23
8	28
8	30
8	33
8	34
8	36
8	39
8	49
8	50
8	54
8	55
8	56
8	61
8	75
8	80
8	86
8	89
8	127
8	130
8	132
8	135
8	140
8	144
8	150
8	151
8	152
8	153
8	154
8	163
8	167
8	168
8	175
8	178
8	182
8	183
8	192
8	214
8	216
8	219
8	224
8	226
8	232
8	236
8	243
8	250
8	252
8	255
8	258
8	261
8	271
8	273
8	274
8	280
8	282
8	286
8	299
8	300
8	301
8	308
8	310
8	319
8	322
8	339
8	341
8	348
8	349
8	356
8	358
8	362
8	363
8	370
8	371
8	373
8	377
8	378
8	379
8	389
8	390
8	391
8	392
8	394
8	396
8	402
8	405
8	406
8	415
8	421
8	422
8	427
8	428
8	431
8	432
8	433
8	435
8	439
8	440
8	488
8	506
8	514
8	524
8	538
8	549
8	560
8	564
8	566
8	567
8	581
8	584
8	586
8	587
8	589
8	590
8	592
8	600
8	604
8	606
8	607
8	609
8	611
8	613
8	616
8	617
8	622
8	624
8	627
8	628
8	631
8	636
8	637
8	645
8	650
8	656
8	657
8	658
8	659
8	664
8	665
8	667
8	668
8	673
8	674
8	675
8	677
8	681
8	687
8	706
8	715
8	719
8	723
8	725
8	739
8	741
8	749
8	756
8	760
8	761
8	778
8	779
8	798
8	802
8	806
8	810
8	817
8	822
8	844
8	857
8	864
8	866
8	868
8	875
8	878
8	881
8	882
8	885
8	936
8	938
8	977
8	1092
8	8284
9	8
9	10
9	23
9	28
9	30
9	33
9	34
9	54
9	55
9	56
9	61
9	75
9	80
9	86
9	94
9	130
9	135
9	144
9	151
9	168
9	214
9	226
9	228
9	243
9	250
9	258
9	261
9	271
9	274
9	299
9	325
9	339
9	348
9	356
9	363
9	370
9	377
9	378
9	379
9	390
9	391
9	392
9	394
9	402
9	421
9	422
9	427
9	431
9	439
9	440
9	506
9	517
9	559
9	560
9	579
9	592
9	611
9	626
9	658
9	664
9	715
9	733
9	756
9	857
9	868
9	893
9	904
9	918
9	932
9	972
9	982
9	1049
9	1103
9	1384
9	1525
9	1580
9	1618
9	1652
9	1717
9	1855
9	1966
10	3
10	6
10	8
10	19
10	23
10	28
10	30
10	33
10	34
10	38
10	50
10	54
10	89
10	93
10	105
10	130
10	132
10	135
10	147
10	153
10	154
10	163
10	168
10	175
10	183
10	214
10	216
10	219
10	246
10	250
10	252
10	255
10	257
10	261
10	271
10	274
10	280
10	286
10	300
10	301
10	306
10	310
10	319
10	405
10	406
10	407
10	432
10	549
10	587
10	600
10	609
10	617
10	619
10	622
10	627
10	628
10	631
10	636
10	656
10	657
10	658
10	659
10	664
10	665
10	667
10	668
10	673
10	675
10	681
10	700
10	706
10	715
10	719
10	725
10	739
10	741
10	743
10	746
10	748
10	750
10	756
10	760
10	761
10	765
10	778
10	779
11	6
11	8
11	10
11	15
11	19
11	23
11	28
11	29
11	30
11	33
11	34
11	35
11	36
11	38
11	49
11	50
11	54
11	55
11	56
11	61
11	72
11	75
11	86
11	89
11	93
11	95
11	105
11	127
11	130
11	132
11	147
11	151
11	153
11	154
11	163
11	168
11	171
11	178
11	183
11	192
11	204
11	214
11	216
11	219
11	224
11	227
11	228
11	230
11	246
11	250
11	252
11	255
11	257
11	259
11	261
11	271
11	274
11	282
11	285
11	286
11	298
11	299
11	306
11	308
11	310
11	313
11	317
11	319
11	322
11	325
11	332
11	334
11	338
11	350
11	372
11	406
11	407
11	415
11	429
11	431
11	432
11	439
11	440
11	465
11	488
11	506
11	514
11	545
11	549
11	559
11	560
11	575
11	579
11	587
11	600
11	607
11	608
11	609
11	611
11	613
11	617
11	622
11	624
11	627
11	628
11	631
11	636
11	637
11	643
11	644
11	647
11	658
11	659
11	664
11	667
11	668
11	673
11	674
11	675
11	677
11	681
11	684
11	687
11	694
11	700
11	705
11	706
11	707
11	710
11	715
11	717
11	719
11	722
11	723
11	725
11	730
11	733
11	739
11	741
11	743
11	744
11	746
11	748
11	749
11	750
11	756
11	760
11	761
11	762
11	763
11	764
11	765
11	771
11	779
11	791
11	793
11	798
11	802
11	803
11	805
11	806
11	810
11	817
11	822
11	825
11	826
11	829
11	836
11	837
11	838
11	839
11	844
11	849
11	853
11	857
11	859
11	863
11	864
11	866
11	868
11	871
11	873
11	878
11	881
11	882
11	885
11	887
11	893
11	895
11	904
11	907
11	908
11	913
11	918
11	922
11	929
11	932
11	934
11	935
11	936
11	937
11	941
11	942
11	943
11	945
11	946
11	947
11	955
11	956
11	958
11	959
11	960
11	963
11	968
11	971
11	975
11	978
11	982
11	985
11	989
11	993
11	994
11	999
11	1000
11	1006
11	1012
11	1018
11	1022
11	1031
11	1032
11	1034
11	1035
11	1049
11	1055
11	1061
11	1062
11	1075
11	1080
11	1092
11	1097
11	1103
11	1111
11	1124
11	1127
11	1128
11	1137
11	1144
11	1151
11	1154
11	1156
11	1160
11	1164
11	1165
11	1167
11	1168
11	1185
11	1186
11	1190
11	1191
11	1193
11	1196
11	1199
11	1200
11	1201
11	1203
11	1211
11	1218
11	1220
11	1221
11	1222
11	1230
11	1239
11	1241
11	1243
11	1248
11	1250
11	1253
11	1259
11	1260
11	1261
11	1279
11	1282
11	1284
11	1285
11	1286
11	1296
11	1297
11	1305
11	1307
11	1310
11	1319
11	1321
11	1322
11	1326
11	1330
11	1353
11	1360
11	1372
11	1374
11	1375
11	1377
11	1378
11	1382
11	1384
11	1385
11	1389
11	1390
11	1394
11	1396
11	1402
11	1407
11	1411
11	1412
11	1413
11	1418
11	1420
11	1425
11	1428
11	1435
11	1437
11	1439
11	1441
11	1442
11	1444
11	1446
11	1453
11	1464
11	1465
11	1468
11	1471
11	1476
11	1482
11	1484
11	1485
11	1486
11	1487
11	1489
11	1490
11	1492
11	1496
11	1497
11	1501
11	1506
11	1507
11	1513
11	1514
11	1518
11	1520
11	1521
11	1524
11	1525
11	1531
11	1532
11	1533
11	1534
11	1538
11	1542
11	1547
11	1549
11	1550
11	1555
11	1556
11	1557
11	1565
11	1566
11	1583
11	1585
11	1592
11	1608
11	1610
11	1613
11	1619
11	1621
11	1622
11	1628
11	1629
11	1633
11	1637
11	1638
11	1641
11	1646
11	1648
11	1649
11	1652
11	1653
11	1654
11	1657
11	1658
11	1661
11	1662
11	1669
11	1672
11	1679
11	1680
11	1687
11	1688
11	1689
11	1692
11	1697
11	1700
11	1701
11	1706
11	1707
11	1714
11	1716
11	1717
11	1718
11	1726
11	1729
11	1730
11	1732
11	1746
11	1747
11	1749
11	1752
11	1757
11	1758
11	1768
11	1769
11	1771
11	1772
11	1774
11	1780
11	1783
11	1787
11	1788
11	1791
11	1798
11	1802
11	1805
11	1811
11	1816
11	1835
11	1836
11	1842
11	1847
11	1848
11	1849
11	1855
11	1857
11	1858
11	1859
11	1861
11	1864
11	1880
11	1884
11	1888
11	1893
11	1901
11	1903
11	1908
11	1919
11	1920
11	1927
11	1953
11	1956
11	1963
11	1964
11	1965
11	1966
11	1969
11	1973
11	1977
11	1979
11	1983
11	1985
11	1987
11	1990
11	1991
11	1992
11	1997
11	2004
11	2007
11	2014
11	2055
11	2060
11	2062
11	2066
11	2071
11	2073
11	2076
11	2079
11	2085
11	2091
11	2095
11	2097
11	2101
11	2109
11	2114
11	2117
11	2119
11	2128
11	2134
11	2137
11	2144
11	2145
11	2151
11	2157
11	2168
11	2178
11	2181
11	2182
11	2193
11	2202
11	2205
11	2206
11	2210
11	2237
11	2240
11	2241
11	2246
11	2252
11	2253
11	2257
11	2273
11	2289
11	2294
11	2328
11	2329
11	2332
11	2333
11	2339
11	2341
11	2345
11	2350
11	2362
11	2364
11	2381
11	2384
11	2385
11	2397
11	2400
11	2409
11	2410
11	2411
11	2426
11	2435
11	2456
11	2470
11	2475
11	2479
11	2484
11	2485
11	2490
11	2499
11	2504
11	2506
11	2508
11	2517
11	2535
11	2544
11	2565
11	2570
11	2575
11	2579
11	2580
11	2585
11	2587
11	2593
11	2595
11	2604
11	2612
11	2619
11	2625
11	2643
11	2646
11	2653
11	2655
11	2657
11	2665
11	2669
11	2685
11	2686
11	2696
11	2720
11	2727
11	2746
11	2754
11	2760
11	2763
11	2775
11	2777
11	2787
11	2794
11	2811
11	2843
11	2859
11	2871
11	2900
11	2923
11	2932
11	2958
11	2981
11	3002
11	3005
11	3007
11	3010
11	3014
11	3024
11	3026
11	3028
11	3034
11	3059
11	3073
11	3084
11	3092
11	3114
11	3117
11	3125
11	3136
11	3140
11	3144
11	3180
11	3192
11	3258
11	3260
11	3284
11	3291
11	3309
11	3321
11	3334
11	3352
11	3394
11	3404
11	3433
11	3439
11	3443
11	3447
11	3452
11	3453
11	3454
11	3458
11	3463
11	3464
11	3480
11	3529
11	3537
11	3557
11	3562
11	3568
11	3607
11	3615
11	3631
11	3635
11	3645
11	3650
11	3660
11	3661
11	3680
11	3748
11	3755
11	3787
11	3800
11	3806
11	3807
11	3812
11	3830
11	3843
11	3847
11	3871
11	3892
11	3903
11	3926
11	3937
11	3956
